Datum;Uhrzeit;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;COSPHI;Leistung;
01.01.2025;12:00:44;0.97; 78738.17;0.97; 71707.12;0.97; 68183.69;0.86;   1634.1;0.94;  2559.21;0.75;  1131.49;0.90;  2212.61;0.99;  5065.77;0.89;  2112.85;0.93;  1406.11;0.98;    1460;0.98;  1412.56;0.91; 11080.08;0.91; 10471.75;0.92; 11430.98;0.97; 14055.76;0.97;  13867.8;0.97; 11958.37;0.70;  4180.34;0.75;  4057.42;0.75;  5299.95;0.87;  7503.49;0.78;  4720.36;0.83;  5466.47;0.81;  5380.79;0.79;  5167.51;0.80;  5106.87;
01.01.2025;12:00:44;0.97; 78588.19;0.97;   71404;0.96; 67935.71;0.86;  1618.88;0.94;  2567.52;0.76;  1094.33;0.90;  2232.08;0.99;  5078.86;0.89;  2122.22;0.93;   1414.5;0.98;  1462.31;0.98;  1412.24;0.90; 10845.26;0.91; 10763.18;0.92; 11205.19;0.97; 14347.88;0.97; 13869.27;0.97; 11978.94;0.70;  4093.66;0.75;  4065.84;0.75;   5301.9;0.88;  7234.79;0.79;   4728.1;0.83;  5609.17;0.81;  5332.45;0.78;  5138.02;0.80;  5081.64;
01.01.2025;12:00:44;0.97; 78787.84;0.97; 71602.17;0.96; 67799.35;0.85;  1668.62;0.94;  2564.22;0.75;  1116.36;0.90;  2260.01;0.99;  5064.92;0.89;  2128.24;0.93;  1407.78;0.98;  1459.64;0.98;  1410.61;0.91; 11203.82;0.91; 10394.23;0.92; 10915.48;0.97; 14052.63;0.97; 13759.44;0.97;  11847.2;0.69;  4104.92;0.75;  4022.39;0.75;  5330.31;0.88;  7438.71;0.79;  4738.26;0.83;   5512.6;0.81;  5374.46;0.79;  5175.41;0.80;  5123.97;
01.01.2025;12:00:44;0.97;  78695.5;0.97; 71807.72;0.96; 68068.05;0.85;  1671.07;0.94;   2598.1;0.75;  1146.84;0.90;  2287.46;0.99;  5113.83;0.89;  2180.37;0.93;  1416.12;0.98;  1459.24;0.98;  1435.73;0.91; 10977.63;0.91; 10535.98;0.92; 11031.41;0.97; 14045.29;0.97; 14006.93;0.97; 11951.39;0.69;  4004.75;0.75;  3972.43;0.75;  5275.33;0.87;  7413.52;0.79;  4669.33;0.83;  5640.05;0.82;  5405.38;0.79;  5208.45;0.80;  5149.69;
01.01.2025;12:00:45;0.97; 78423.68;0.97; 71948.27;0.96;  68268.1;0.85;  1687.84;0.94;  2601.38;0.74;  1143.09;0.90;   2275.5;0.99;    5122;0.89;  2164.07;0.93;  1463.89;0.98;  1460.48;0.99;  1442.98;0.91; 10919.55;0.91; 10572.93;0.92; 11251.27;0.97; 14023.07;0.97; 13915.63;0.97; 11875.63;0.69;  3999.64;0.75;  4032.28;0.74;  5223.89;0.87;   7341.5;0.79;   4689.7;0.83;   5586.8;0.81;  5386.01;0.79;  5190.82;0.80;  5133.32;
01.01.2025;12:00:45;0.97; 78445.22;0.97; 71824.71;0.97; 68516.29;0.85;  1674.37;0.94;  2605.17;0.75;  1155.21;0.90;  2305.41;0.99;  5137.25;0.89;  2187.33;0.93;  1410.49;0.98;  1461.28;0.99;  1433.03;0.91;  11017.7;0.91; 10360.57;0.92; 10913.17;0.97; 13997.47;0.97; 13776.34;0.97; 11906.64;0.70;   4065.1;0.75;  4107.93;0.75;  5250.06;0.88;  7312.31;0.79;  4747.65;0.83;  5616.47;0.81;  5397.69;0.79;  5211.19;0.80;  5125.95;
01.01.2025;12:00:45;0.97; 78695.67;0.97; 72036.68;0.96;   68657;0.85;  1678.42;0.94;  2580.97;0.75;  1155.04;0.90;  2308.32;0.99;  5159.96;0.90;  2225.61;0.93;  1438.12;0.98;  1459.45;0.99;  1422.78;0.90; 10731.78;0.91; 10595.19;0.92; 11207.85;0.97; 13485.14;0.97; 13706.47;0.97; 11922.52;0.70;  4142.38;0.74;  4040.87;0.75;  5236.79;0.87;  7402.02;0.79;  4895.55;0.83;  5421.76;0.82;  5431.97;0.79;  5230.27;0.80;   5159.3;
01.01.2025;12:00:45;0.97; 79228.32;0.97; 72637.76;0.96; 68628.01;0.86;  1650.34;0.94;  2592.81;0.76;  1153.42;0.91;  2362.59;0.99;  5184.84;0.90;  2252.97;0.93;  1435.16;0.98;   1460.8;0.98;  1403.11;0.91; 10821.94;0.91; 10578.83;0.92; 11168.33;0.97; 14005.23;0.97; 13830.24;0.97;  12006.2;0.70;  4130.71;0.74;  3964.06;0.74;  5139.54;0.87;   7410.9;0.78;  4714.37;0.83;  5703.81;0.82;  5444.43;0.79;   5232.2;0.80;  5170.11;
01.01.2025;12:00:45;0.97; 79359.18;0.97; 72533.81;0.96; 68606.37;0.87;   1656.8;0.94;  2575.48;0.77;  1130.98;0.91;  2392.52;0.99;  5231.02;0.90;   2273.3;0.93;   1428.1;0.98;  1459.68;0.98;  1408.81;0.91; 10960.26;0.91; 10535.47;0.92; 10787.98;0.97; 13903.71;0.97; 13708.14;0.97; 11948.03;0.69;  4067.63;0.74;  3924.58;0.74;  5105.08;0.87;  7347.89;0.79;  4643.74;0.83;  5575.74;0.82;  5439.37;0.79;  5240.11;0.80;  5183.24;
01.01.2025;12:00:45;0.97; 79627.15;0.97; 72602.15;0.96; 68735.43;0.86;  1663.45;0.94;  2587.85;0.78;  1114.94;0.91;  2424.33;0.99;  5261.03;0.90;  2308.16;0.93;  1430.59;0.98;  1459.43;0.98;  1404.08;0.91; 10774.59;0.92; 10698.41;0.92; 11045.34;0.97; 13854.72;0.97; 13775.85;0.97; 11980.02;0.69;  4108.83;0.74;  3981.87;0.75;  5289.28;0.87;  7328.37;0.79;  4803.49;0.83;  5432.64;0.81;  5434.63;0.79;  5223.44;0.80;   5169.3;
01.01.2025;12:00:45;0.97;  79322.5;0.97; 72749.18;0.96; 69070.76;0.87;  1647.23;0.95;  2558.24;0.78;  1104.69;0.91;  2457.66;0.99;  5283.21;0.90;   2335.2;0.93;  1423.93;0.98;  1460.53;0.98;  1401.78;0.91; 10964.15;0.91; 10430.55;0.92; 10893.62;0.97; 14506.58;0.97; 13718.79;0.97; 11917.35;0.70;  4212.85;0.75;  4043.89;0.75;   5288.8;0.87;  7279.23;0.78;  4731.76;0.83;  5612.54;0.82;  5439.19;0.79;  5237.25;0.80;  5174.49;
01.01.2025;12:00:45;0.97; 79131.53;0.97; 72359.74;0.97; 69224.61;0.86;   1671.8;0.94;  2583.39;0.77;  1132.01;0.91;  2483.66;0.99;  5346.16;0.90;  2375.16;0.93;  1460.41;0.98;  1460.27;0.99;   1425.4;0.91; 10991.97;0.91; 10479.47;0.92; 10808.16;0.97; 14024.94;0.97; 13737.94;0.97; 12015.57;0.70;   4087.3;0.75;  4009.56;0.74;  5260.35;0.87;  7369.82;0.79;  4882.16;0.83;  5499.02;0.81;  5403.67;0.79;  5206.71;0.80;  5123.82;
01.01.2025;12:00:45;0.97; 79532.92;0.97; 72989.73;0.96; 68744.99;0.86;  1680.89;0.94;  2603.58;0.77;  1138.91;0.91;  2521.59;0.99;  5377.15;0.90;  2373.65;0.93;  1470.97;0.98;  1460.96;0.98;   1423.9;0.91; 10940.01;0.91; 10388.28;0.92; 11201.07;0.97; 13967.82;0.97; 13794.22;0.97; 11904.27;0.69;  3961.81;0.74;  4016.57;0.74;  5170.19;0.87;  7395.06;0.79;  4829.24;0.83;  5773.52;0.81;    5401;0.78;  5201.75;0.80;   5133.7;
01.01.2025;12:00:45;0.97; 79360.29;0.97; 72228.94;0.96; 68835.68;0.86;  1685.19;0.94;  2594.71;0.76;  1143.52;0.91;  2530.72;0.99;  5352.99;0.90;  2391.07;0.93;  1444.29;0.98;  1459.68;0.98;  1405.73;0.91; 10891.46;0.91;  10700.9;0.92; 10925.05;0.97; 14008.93;0.97; 13813.63;0.97; 12043.84;0.69;  3958.33;0.74;  3939.59;0.74;  5114.09;0.87;  7349.26;0.79;  4661.94;0.83;  5605.48;0.81;  5399.56;0.78;  5194.86;0.80;  5132.04;
01.01.2025;12:00:45;0.97; 79271.46;0.97; 72387.03;0.96; 68989.95;0.86;  1682.65;0.95;  2580.77;0.76;  1154.53;0.91;  2543.52;0.99;  5394.86;0.91;  2444.53;0.93;  1437.05;0.98;  1460.85;0.98;  1405.47;0.91; 10872.29;0.92; 10756.17;0.92; 10841.48;0.97; 13921.53;0.97; 13740.11;0.97; 11875.92;0.70;  4161.65;0.74;  4007.83;0.74;   5237.3;0.87;  7426.24;0.79;  4751.89;0.83;  5694.86;0.81;  5344.17;0.78;  5144.46;0.80;  5082.87;
01.01.2025;12:00:45;0.97; 79051.41;0.97; 72841.37;0.96; 68994.63;0.87;  1648.55;0.94;  2579.19;0.76;  1139.81;0.91;    2567;0.99;  5415.85;0.90;  2451.62;0.93;  1422.88;0.98;  1459.96;0.99;  1418.74;0.91; 10719.17;0.91; 10423.93;0.92; 11268.63;0.97; 13963.67;0.97; 13654.36;0.97; 11929.75;0.70;  4109.96;0.75;  4075.57;0.74;  5158.74;0.87;  7326.94;0.79;  4877.82;0.83;  5493.84;0.81;  5388.27;0.78;   5174.4;0.80;  5116.38;
01.01.2025;12:00:45;0.97; 79376.37;0.97; 72670.79;0.96; 68749.81;0.86;  1680.13;0.94;  2600.02;0.76;  1148.94;0.92;  2590.78;0.99;  5416.43;0.90;  2456.74;0.93;  1433.14;0.98;  1459.86;0.98;  1417.04;0.91; 10652.05;0.91; 10535.52;0.92; 11195.12;0.97; 13963.42;0.97; 13949.86;0.97; 11987.19;0.69;  4021.93;0.74;  3981.67;0.74;  5112.67;0.87;  7401.48;0.79;  4813.09;0.82;  5493.35;0.81;  5401.38;0.79;  5187.09;0.80;  5130.03;
01.01.2025;12:00:45;0.97; 79492.09;0.97;  72588.9;0.96; 68789.67;0.86;   1682.8;0.94;  2612.94;0.76;  1144.36;0.91;  2577.71;0.99;  5406.67;0.90;  2449.66;0.93;  1425.18;0.98;  1459.39;0.98;  1405.05;0.90; 10650.76;0.91; 10567.27;0.92; 11055.81;0.97;  13966.1;0.97; 13816.13;0.97;  11991.6;0.69;  4030.15;0.74;  3888.63;0.74;  5143.36;0.87;  7235.27;0.79;  4727.26;0.82;  5485.85;0.81;  5356.92;0.78;  5155.06;0.80;  5093.68;
01.01.2025;12:00:45;0.97; 79355.61;0.97; 72863.25;0.96; 68676.26;0.86;  1681.58;0.94;  2615.43;0.76;  1144.94;0.91;  2575.15;0.99;  5433.74;0.91;  2464.77;0.93;  1417.89;0.98;  1460.47;0.98;  1405.25;0.91; 10591.24;0.91; 10759.95;0.92; 11102.67;0.97; 13959.13;0.97; 13739.95;0.97; 11931.42;0.70;  4105.65;0.75;  4044.96;0.74;  5099.56;0.87;  7358.77;0.79;  4692.63;0.82;  5534.13;0.81;  5371.74;0.78;  5164.51;0.80;   5070.6;
01.01.2025;12:00:45;0.97; 79434.02;0.97; 72637.45;0.96; 69136.47;0.86;  1649.36;0.94;  2579.74;0.78;  1105.45;0.92;  2591.42;0.99;  5409.61;0.90;  2430.94;0.93;  1446.33;0.98;  1460.28;0.98;  1421.97;0.91; 10674.21;0.92; 10615.64;0.92;   11035;0.97; 13916.96;0.97; 13927.66;0.97; 11996.34;0.70;  4084.74;0.75;  4045.67;0.75;  5249.15;0.87;  7369.41;0.79;  4774.79;0.82;  5374.04;0.82;  5411.14;0.79;  5199.19;0.80;  5129.83;
01.01.2025;12:00:45;0.97; 79398.05;0.97; 72640.48;0.96; 69052.06;0.86;  1673.07;0.95;  2568.19;0.77;  1128.72;0.92;   2568.8;0.99;  5406.08;0.91;  2438.58;0.93;  1458.67;0.98;   1458.9;0.99;  1441.59;0.91; 10649.58;0.91;   10623;0.92; 10983.44;0.97; 13991.05;0.97; 13721.45;0.97; 12002.98;0.69;   4023.6;0.74;  3961.27;0.74;   5252.7;0.87;   7470.8;0.79;  4729.84;0.82;  5439.37;0.82;  5416.97;0.79;  5184.09;0.80;   5109.9;
01.01.2025;12:00:45;0.97; 79307.28;0.97; 72928.79;0.97; 68771.86;0.86;  1678.11;0.94;  2599.65;0.76;  1162.13;0.91;  2538.34;0.99;  5343.12;0.90;  2418.74;0.93;   1420.4;0.98;  1458.59;0.98;  1413.39;0.90; 10849.56;0.91; 10561.67;0.92; 10782.86;0.97; 13961.61;0.97; 13821.62;0.97; 11934.04;0.69;  3976.46;0.74;  3963.83;0.74;  5166.25;0.87;  7291.31;0.79;  4822.56;0.82;  5438.98;0.82;  5408.09;0.79;  5192.46;0.80;  5134.96;
01.01.2025;12:00:45;0.97; 79438.01;0.97;  72802.2;0.96; 68748.96;0.86;  1671.24;0.94;  2583.24;0.77;  1143.33;0.91;   2499.1;0.99;  5344.12;0.90;  2391.33;0.93;  1410.47;0.98;  1461.72;0.98;  1429.33;0.91; 10772.11;0.91; 10339.56;0.92; 11160.26;0.97; 14484.95;0.97; 13823.95;0.97; 11947.67;0.69;  4061.02;0.74;  3954.98;0.74;  5086.88;0.87;  7379.73;0.79;  4740.18;0.82;   5468.3;0.82;  5399.31;0.79;  5194.13;0.80;  5137.57;
01.01.2025;12:00:45;0.97; 79342.92;0.97;  73043.8;0.96; 68995.54;0.87;  1649.03;0.94;  2596.23;0.77;  1138.37;0.91;  2479.01;0.99;  5334.81;0.90;  2365.15;0.93;  1405.89;0.98;  1461.28;0.99;  1453.81;0.91; 11014.09;0.91; 10448.62;0.92; 10825.12;0.97; 13938.55;0.97; 13808.65;0.97; 11961.75;0.70;  4091.86;0.75;   4108.5;0.74;  5183.37;0.87;  7348.74;0.79;  4764.74;0.82;  5597.02;0.82;  5427.28;0.79;  5207.51;0.80;  5143.68;
01.01.2025;12:00:45;0.97;  79489.3;0.97; 72420.54;0.96; 68704.89;0.87;  1654.23;0.95;  2567.09;0.76;  1144.89;0.91;  2461.01;0.99;  5295.43;0.90;  2342.59;0.93;  1407.21;0.98;   1460.7;0.99;  1443.13;0.91; 10908.63;0.91; 10488.84;0.92; 10983.06;0.97; 13899.98;0.97; 13887.29;0.97; 11918.37;0.69;   4030.1;0.74;   4004.9;0.74;  5176.65;0.87;  7377.29;0.79;  4905.71;0.82;   5406.8;0.81;  5393.26;0.79;  5189.21;0.80;  5130.33;
01.01.2025;12:00:45;0.97; 79304.92;0.97; 72804.07;0.96; 68835.03;0.86;  1665.88;0.94;   2623.6;0.77;  1151.63;0.91;  2418.98;0.99;  5256.99;0.90;  2319.22;0.93;  1451.27;0.98;  1459.76;0.99;  1453.36;0.91; 10841.09;0.91; 10533.89;0.92; 11095.78;0.97; 13889.56;0.97; 13729.88;0.97; 11895.24;0.70;  4129.08;0.74;  3957.92;0.74;  5155.04;0.87;  7378.37;0.79;   4818.1;0.82;  5492.17;0.82;  5400.51;0.79;  5179.23;0.80;  5124.08;
01.01.2025;12:00:45;0.97; 79503.09;0.97; 72857.35;0.96; 69060.62;0.86;  1689.06;0.94;  2609.84;0.77;   1144.1;0.91;  2411.89;0.99;  5281.56;0.90;  2309.86;0.93;  1416.75;0.98;   1460.9;0.98;  1439.43;0.91; 10988.08;0.91; 10376.09;0.92; 10959.98;0.97; 14486.62;0.97; 13742.92;0.97; 11924.71;0.69;  4017.57;0.74;  3963.61;0.75;  5198.41;0.87;  7484.98;0.79;  4720.67;0.82;  5516.41;0.81;  5390.45;0.79;  5199.14;0.80;  5114.53;
01.01.2025;12:00:45;0.97; 79191.09;0.97; 72748.76;0.96; 68695.46;0.86;  1673.94;0.94;  2612.67;0.77;  1145.95;0.91;  2403.35;0.99;  5219.18;0.89;  2252.93;0.93;  1409.08;0.98;  1460.13;0.99;  1427.76;0.91; 10876.45;0.91; 10635.56;0.92; 11053.47;0.97; 13965.66;0.97; 13858.99;0.97; 11970.67;0.69;  4014.91;0.74;  4002.14;0.74;  5203.99;0.87;   7296.8;0.79;  4733.54;0.82;  5477.95;0.81;  5370.92;0.78;  5165.65;0.80;  5083.94;
01.01.2025;12:00:45;0.97;  79117.5;0.97; 72847.78;0.96; 68728.22;0.86;  1670.04;0.95;  2571.33;0.77;  1143.67;0.91;  2374.19;0.99;  5200.56;0.90;  2259.68;0.93;  1423.87;0.98;   1459.9;0.99;  1424.21;0.91; 10674.59;0.91; 10632.03;0.92; 10866.99;0.97; 13961.35;0.97; 13933.46;0.97; 11970.02;0.70;  4142.35;0.75;  4032.05;0.74;  5275.43;0.88;  7245.06;0.79;  4792.31;0.82;  5494.23;0.82;  5415.57;0.79;  5188.36;0.80;  5127.88;
01.01.2025;12:00:46;0.97; 79002.27;0.97; 72276.94;0.96; 68111.96;0.85;  1678.27;0.94;  2624.68;0.77;  1141.14;0.90;   2304.4;0.99;  5163.01;0.89;  2202.84;0.93;   1458.3;0.98;  1460.75;0.98;  1421.51;0.90; 10641.71;0.91; 10641.25;0.92; 10966.56;0.97; 14426.12;0.97; 13883.44;0.97; 11896.83;0.70;  4058.29;0.74;   3982.7;0.74;   5173.4;0.87;  7208.89;0.79;  4953.27;0.82;  5482.23;0.82;  5430.36;0.79;  5204.85;0.80;   5136.9;
01.01.2025;12:00:46;0.97; 78432.15;0.97; 72175.97;0.96; 68312.97;0.85;  1688.28;0.94;  2607.25;0.76;  1177.81;0.91;  2324.28;0.99;  5146.59;0.89;  2184.05;0.93;  1428.17;0.98;  1461.28;0.99;  1435.01;0.91; 10854.54;0.91; 10476.71;0.92; 11133.46;0.97; 13981.43;0.97; 13964.81;0.97; 11993.92;0.70;  4037.93;0.74;  4046.77;0.74;  5141.48;0.87;   7682.3;0.78;  4552.44;0.82;   5490.8;0.81;   5374.9;0.78;  5181.84;0.80;  5114.12;
01.01.2025;12:00:46;0.97; 79387.03;0.97; 71577.99;0.96; 67739.21;0.85;  1663.49;0.94;  2622.45;0.75;  1183.37;0.90;  2289.56;0.99;  5101.96;0.89;  2157.03;0.93;   1411.9;0.98;  1458.46;0.99;  1431.04;0.91; 10730.95;0.91; 10542.05;0.92; 11159.41;0.97; 14039.13;0.97; 13938.65;0.97; 11955.97;0.69;  4006.15;0.74;  3907.58;0.74;  5135.58;0.87;  7282.48;0.78;  4789.66;0.82;   5350.2;0.81;  5421.96;0.79;   5208.7;0.80;  5144.23;
01.01.2025;12:00:46;0.97; 78505.26;0.97; 72152.58;0.96; 67908.82;0.86;  1644.72;0.94;  2580.97;0.75;   1124.7;0.90;  2241.42;0.99;  5072.24;0.89;    2135;0.93;  1452.42;0.98;  1461.26;0.98;  1415.24;0.91; 10708.22;0.91; 10697.11;0.92; 11117.78;0.97; 13874.38;0.97; 13930.75;0.97; 11943.22;0.70;  4180.61;0.74;  4056.03;0.74;  5178.65;0.88;  7557.77;0.79;  4683.05;0.82;  5652.34;0.81;  5429.52;0.79;  5217.05;0.80;  5140.11;
01.01.2025;12:00:46;0.97; 78356.74;0.97; 71521.69;0.96; 67703.13;0.86;  1650.08;0.94;   2582.4;0.76;  1116.98;0.90;   2224.1;0.99;  5057.39;0.89;  2112.47;0.93;  1409.72;0.98;   1459.5;0.98;  1414.34;0.91; 10913.59;0.91; 10350.89;0.92; 10964.41;0.97; 14394.14;0.97; 13803.65;0.97; 11885.01;0.71;  4183.89;0.74;  4056.31;0.74;  5143.69;0.87;  7436.77;0.79;   4887.1;0.82;  5416.67;0.81;  5391.65;0.78;  5186.12;0.80;  5129.32;
01.01.2025;12:00:46;0.97; 78473.68;0.97;  71352.9;0.96; 67495.07;0.85;  1657.83;0.94;  2571.65;0.75;   1126.3;0.90;  2225.06;0.99;  5039.89;0.89;  2089.26;0.93;   1418.8;0.98;   1461.1;0.99;  1453.44;0.91; 10846.95;0.91; 10517.65;0.92; 11041.74;0.97; 13935.36;0.97; 13920.57;0.97; 11992.54;0.70;  4141.85;0.74;  3950.82;0.75;   5212.4;0.88;  7195.56;0.78;  4693.28;0.82;  5420.27;0.81;  5385.88;0.78;  5183.38;0.80;  5101.94;
01.01.2025;12:00:46;0.97; 78325.79;0.97; 71531.47;0.96; 67381.07;0.86;  1649.42;0.94;  2602.46;0.76;  1134.13;0.89;  2179.35;0.99;  4998.83;0.88;  2065.91;0.93;  1452.59;0.98;  1461.98;0.99;  1423.92;0.91; 10641.19;0.91; 10269.04;0.92; 11193.28;0.97; 13931.75;0.97; 13978.65;0.97; 12018.44;0.69;  3992.75;0.75;  3992.32;0.74;  5197.96;0.87;  7279.48;0.79;  4963.69;0.82;  5270.26;0.81;  5407.98;0.78;  5188.02;0.80;  5125.95;
01.01.2025;12:00:46;0.97; 78302.89;0.97;  71666.6;0.96; 67618.77;0.85;  1678.61;0.94;  2579.26;0.75;  1137.12;0.90;  2173.51;0.99;  4994.21;0.89;  2070.71;0.93;  1428.22;0.98;  1460.24;0.98;  1427.82;0.91; 10926.13;0.91; 10330.73;0.92; 10945.59;0.97; 13911.59;0.97; 13912.99;0.97; 11896.22;0.69;  4020.71;0.74;  3981.81;0.74;  5187.99;0.87;  7517.75;0.79;  4857.91;0.82;  5459.97;0.81;  5408.25;0.78;  5179.71;0.80;  5114.91;
